cid,mouse_vi,smiles
25590,1580.0,CC(=O)O.NCc1ccc(S(N)(=O)=O)cc1
25606,10300.0,CNC(=O)c1c(I)c(NC(=O)c2ccc(C(=O)Nc3c(I)c(C(=O)O)c(I)c(C(=O)NC)c3I)cc2)c(I)c(C(=O)O)c1I
25609,20.0,CC1(C)C(C#N)(C#N)C1(C#N)C#N
25645,40.0,C[N+](C)(CCC[N+](C)(C)Cc1ccccc1)Cc1ccccc1.[Br-].[Br-]
25654,145.0,Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O
25658,180.0,CC([NH3+])C(O)c1ccc(O)cc1.[Cl-]
25660,10.0,N#CC(Cl)(Cl)C#N
25666,2300.0,CCCCNC(=O)c1c(I)c(NC(=O)CCCCCCCCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCCC)c2I)c(I)c(C(=O)O)c1I
25671,350.0,Nc1c(I)cc(I)c(CC(CCCC(=O)O)C(=O)O)c1I
25686,720.0,CCN(C(C)=O)c1c(I)cc(I)c(OCC(=O)O)c1I
25687,675.0,CCC(Oc1c(I)cc(I)c(N(C)C(C)=O)c1I)C(=O)O
25688,1500.0,CC(=O)N(C)c1c(I)cc(I)c(OCC(=O)O)c1I
25692,18.0,CC[N+](C)(CC)CC(=O)Nc1ccc(C(=O)OC)c(O)c1.[I-]
25695,13.2,CCC(CC[NH+](C)C)(OC(=O)COc1ccccc1)c1ccccc1.[Cl-]
25709,17.0,CCC[N+](C)(C)CCCCCC[N+](C)(C)CCC.[Br-].[Br-]
25715,39.8,CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C.CS(=O)(=O)O
25724,180.0,O=C(NNC1CCCC1)c1ccncc1
25725,180.0,O=C(NNC1CCCCCCC1)c1ccncc1
25764,56.0,CN(C)C=Nc1ccc(Br)cc1
25765,56.0,Cc1c(Cl)cccc1N=CN(C)C
25766,18.0,Cc1ccc(N=CN(C)C)cc1C
25767,56.0,COc1ccc(N=CN(C)C)c(C)c1
25771,180.0,C[Si](C)(C)c1ccc([Si](C)(C)C)cc1
25772,45.429,C[N+](C)(CCO)Cc1ccccc1
25776,22.4,O=C(c1ccc(Br)cc1)C(Br)Br
25778,180.0,O=C(Nc1cc(Cl)ccc1Cl)Nc1cc(Cl)ccc1Cl
25784,63.0,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccccc1Cl
25789,3.5,C[N+](C)(CCCCCC[N+](C)(C)Cc1ccccc1)Cc1ccccc1.[Br-].[Br-]
25834,570.0,CCOP(=O)(OCC)SCc1ccccc1
25840,100.0,Nc1ccc([N+](=O)[O-])cc1Br
25848,30.0,Cc1ccccc1C1(OCC[NH+](C)C)CCCCC1C.[Cl-]
25850,9.2,CCC1CCCCC1(OCC[NH+](C)C)c1ccccc1C.[Cl-]
25852,29.5,CCc1ccccc1C1(OCC[NH+](C)C)CCCCC1CC.[Cl-]
25854,26.0,CC(C)c1ccccc1C1(OCC[NH+](C)C)CCCCC1C.[Cl-]
25856,29.0,CCC1CCCCC1(OCC[NH+](C)C)c1ccccc1C(C)C.[Cl-]
25858,33.0,CC(C)c1ccccc1C1(OCC[NH+](C)C)CCCCC1C(C)C.[Cl-]
25867,56.0,CN(C)C=NCCCCCCN=CN(C)C
25881,110.0,O=C(C[NH2+]C1CCC1)c1ccc(O)c(O)c1.[Cl-]
25884,40.48,Cc1ccc(CN=C(N)N)cc1
25887,56.0,COc1cc(CC#N)cc(OC)c1OC
25888,10.0,c1cc2c(c(C3=NCCN3)c1)CCCC2
25902,375.0,Cn1nnc2ccccc21
25907,105.0,Nc1nc(N)nc(Nc2ccc([As]3SC(C(=O)[O-])C(C(=O)[O-])S3)cc2)n1.[K+].[K+]
25936,56.0,O=C(Oc1ccc(=O)[nH]n1)c1ccc(Cl)c(Cl)c1
25954,180.0,O=C(SCc1ccccc1)c1ccccc1
25983,150.0,O=C(c1ccccc1)C1CCC([NH+]2CCCCC2)CC1.[Cl-]
25984,56.0,O=C(c1ccccc1)C1CCC(N2CCCCC2)CC1
25990,82.0,C[N+](C)(C)CCC[N+](C)(C)C.[Br-].[Br-]
25992,122.0,C[N+](C)(C)CCCC[N+](C)(C)C.[Br-].[Br-]
25994,61.0,CC[N+](C)(C)CCCC[N+](C)(C)CC.[Br-].[Br-]
25996,16.0,CC[N+](C)(C)CCCCC[N+](C)(C)CC.[Br-].[Br-]
26000,1240.0,Cc1ccc(S(=O)(=O)O)cc1.NCCO[N+](=O)[O-]
26002,400.0,O.O.O.O.O.O.O=S([O-])([O-])=S.[Mg+2]
26011,56.0,Br[Ge](Br)(Br)Br
26018,7.5,CCOC(=O)C1(c2ccccc2)CCN(CC(c2ccccc2)N2CCN(C)CC2)CC1.Cl.Cl.Cl
26074,180.0,CSC(=O)Nc1ccccc1
26077,0.5,O=S(=O)([O-])[O-].[Be+2]
26087,27.0,CCc1ccccc1C1(OCC[NH+](C)C)CCCCC1C.[Cl-]
26093,5.6000000000000005,N#CC(C#N)=CC#Cc1ccccc1
26098,680.0,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O
26114,145.0,COc1ccc2[nH]cc(CCNC(=O)C(N)CCSC)c2c1.O=C(O)C(O)C(O)C(=O)O
26117,180.0,O=C(O)Cc1nc2ccccc2[nH]1
26121,0.45,COC(=O)N(CCCl)N=O
26123,180.0,CN(C)C1C(C)(C)C(O)C1(C)C
26126,3.16,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Be+2]
26127,16.0,O=P([O-])([O-])O.[Be+2]
26135,18.0,Cc1cc(O)c2ccccc2c1
26154,14.5,CC([NH2+]CCC(c1ccccc1)c1ccccc1)c1ccccc1.[Cl-]
26168,56.0,CC[NH+](CC)CCN(C(=O)Oc1ccccc1)c1ccccc1.[Cl-]
26172,148.0,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)ncc2n1
26176,56.0,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl
26182,56.0,CCCOC(=O)Nc1cccc(O)c1
26183,320.0,CCCCNC(=O)Oc1cccc(NC(=O)OC)c1
26184,320.0,CNC(=O)Oc1cccc(NC(=O)OC)c1
26185,320.0,CCNC(=O)Oc1cccc(NC(=O)OC)c1
26186,180.0,CNC(=O)Oc1cccc(NC(=O)OC(C)C)c1
26187,56.0,O=P(C1CCCCC1)(C1CCCCC1)C1CCCCC1
26189,121.0,CC(NCc1ccc[nH+]c1)C(O)c1ccccc1.[Cl-]
26202,56.0,CSc1nc(Cl)nc(Cl)n1
26205,58.0,COc1ccc2c(c1)c(C[NH+](C)C)c(C)n2-c1ccccc1.[Cl-]
26207,46.0,COc1ccc2c(c1)c(C[NH+](C)C)c(C)n2-c1ccccc1C.[Cl-]
26209,48.0,COc1ccc(-n2c(C)c(C[NH+](C)C)c3cc(OC)ccc32)cc1.[Cl-]
26211,56.0,CCN(CC)C(=S)P(=O)(N(CC)CC)N(CC)CC
26214,35.0,Cc1cccc2c(CN(C)C)c[nH]c12
26219,56.0,N#CC1C=Cc2ccccc2N1C(=O)c1ccccc1
26225,12200.0,NC(=O)c1c(I)c(NC(=O)CCCCC(=O)Nc2c(I)c(C(N)=O)c(I)c(C(=O)O)c2I)c(I)c(C(=O)O)c1I
26226,53.0,Oc1ccc(C(O)CNC2CCCC2)cc1O
26227,83.0,CCC(NC1CCCC1)C(O)c1ccc(O)c(O)c1
26274,320.0,COC(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1
26279,18.0,Cc1[nH]c2cc([N+](=O)[O-])ccc2c1C
26287,56.0,F[Fe-3](F)(F)(F)(F)F.[NH4+].[NH4+].[NH4+]
26293,45.0,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Th+4]
26296,180.0,F[B-](F)(F)F.O=NO
26321,180.0,CC(=O)Nc1ccc(O)c(CN(C)C)c1
26324,5.4,CCOc1cc(C(=O)N(CC)CC)ccc1O
26328,22.0,O=NN(CCCl)C(=O)NC1CCC(=O)NC1=O
26365,80.0,C[NH+](C)CCOC(C)(c1ccccc1)c1ccc(Br)cc1.[Cl-]
26376,28.0,CCN(CC)CCOc1ccccc1-n1c(C)ccc1-c1ccccc1.Cl
26381,81.0,CC[NH+](CC)CC(=O)Nc1ccc(C)cc1.[Cl-]
26388,64.0,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2
26395,18.0,CCN(CC)CCc1c[nH]c2ccc(O)cc12
26403,56.0,N#CC(C(=O)O)c1ccccc1
26405,200.0,O=C(C[NH+]1CCCCC1)Nc1ccc(C(=O)N2CCCCC2)c(O)c1.[Cl-]
26407,200.0,O=C(C[NH+]1CCOCC1)Nc1ccc(C(=O)N2CCOCC2)c(O)c1.[Cl-]
26412,56.0,CCN(CC)CCn1c(Cc2ccc(OC)cc2)nc2ccccc21
26414,38.0,COC(=O)c1ccc(NC(=O)C[N+](C)(C)C)cc1O.[I-]
26429,80.0,CSc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2.Cl
26431,22.0,CCCC[NH2+]CC1COc2c(Cl)ccc(OCC)c2O1.[Cl-]
26436,337.0,CCOC(=O)Cc1ccc(-c2ccccc2)cc1
26451,180.0,O=C1NCCN1c1ccc(Cl)cc1
26483,28.0,CC12CCC(C[N+](C)(CCC[N+](C)(C)C)C1)C2(C)C.COS(=O)(=O)[O-].COS(=O)(=O)[O-]
26542,80.0,C[NH+](C)CCOC(=O)c1ccccc1CCc1ccccc1.[Cl-]
26544,50.0,C[NH+](C)CCCOC(=O)c1ccccc1CCc1ccccc1.[Cl-]
26546,40.0,C[NH+](C)CCCOC(=O)c1ccccc1SCc1ccccc1.[Cl-]
26549,50.0,O=C(O)c1cc(I)ccc1I
26557,40.0,C[NH+](C)CCOC(=O)Cc1ccccc1SCc1ccccc1.[Cl-]
26559,12.5,C[N+](C)(C)CCCOC(=O)Cc1ccccc1SCc1ccccc1.[I-]
26569,59.0,N=C(N)c1ccc(C(=O)OCc2ccccc2)cc1
26575,56.0,C=C(Cl)CN=C=S
26582,56.0,N#CSCC#CCOC(=O)Nc1ccc(Br)cc1
26583,320.0,CCCCCCCCNC(=O)OCC#CCI
26584,56.0,O=C(Nc1ccc(Cl)cc1)OCC#CCI
26585,180.0,CCOc1ccc(NC(=O)OCC#CCSC#N)cc1
26594,4.5,CS(=O)(=O)OCC[NH2+]CC(O)C(O)C[NH2+]CCOS(C)(=O)=O.[Cl-].[Cl-]
26609,56.0,Cc1ccccc1N=C(Cl)N(C(=O)Cl)c1ccccc1C
26631,180.0,COc1ccc(NC(=O)OCC#CCI)cc1
26635,32.0,CCCC(NC)C(CC)CN
26636,56.0,CCCC(NC)C(C#N)CC
26650,35.0,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC
26651,64.0,COc1ccc2[nH]cc(CCNC(=O)CCCN)c2c1.O=C(O)C(O)C(O)C(=O)O
26660,213.0,CC(=O)NC(C)Cc1ccccc1
26674,42.0,CCC(CC)C(=O)c1cccn1CC[NH+]1CCOCC1.[Cl-]
26676,17.0,CC(Cn1cccc1C(=O)c1ccccc1)[NH+]1CCCCC1.O=C(O)CC(O)(CC(=O)O)C(=O)[O-]
26678,28.0,COc1ccccc1C(=O)c1cccn1CC[NH+](C)C.[Cl-]
26680,28.0,COc1ccccc1C(=O)c1cccn1CC(C)[NH+](C)C.[Cl-]
26682,140.0,O=C(c1ccc(Cl)cc1)c1cccn1CC[NH+]1CCOCC1.[Cl-]
26684,20.0,CC(Cn1cccc1C(=O)c1ccccc1F)[NH+](C)C.[Cl-]
26687,56.0,CCN(CC)C1=CC(=O)c2ccccc2C1=O
26690,40.0,CCCCCCCCCC(=O)N(C)C
26696,180.0,O=Cc1cc(Cl)ccc1OCC(=O)O
26711,79.0,CC(C)(CN)c1c[nH]c2ccc(F)cc12
26712,71.0,CC(C)(CN)c1c[nH]c2ccc(Cl)cc12
26714,63.0,Cc1cccc2c(CCN)c[nH]c12
26720,100.0,CC(CN)c1c[nH]c2ccc(Cl)cc12
26733,13.7,CCC(OCC[NH+](C(C)C)C(C)C)C(=O)c1ccccc1.[Cl-]
26743,56.0,NCCc1csc2ccccc12
26745,28.0,COc1ccc(C(CC(O)(c2ccccc2)c2ccccc2)NC(C)=O)cc1
26746,10.0,CC(=O)NC(CC(O)(c1ccccc1)c1ccccc1)c1ccccc1
26747,100.0,CCN(C(C)=O)C(CC(O)(c1ccccc1)c1ccccc1)c1ccccc1
26748,56.0,CC(C)(O)CC(N)c1ccccc1
26750,18.0,NC(CC(O)(Cc1ccccc1)Cc1ccccc1)c1ccccc1
26752,56.0,COc1ccc(N2CCNC2=O)cc1
26754,32.0,CCc1ccccc1C1(OCC[NH+](C)C)CCCCC1C(C)(C)C.[Cl-]
26763,28.6,C[NH+](C)CCN(Cc1ccc(Br)cc1)c1ccccn1.[Cl-]
26794,22.0,C[NH+](C)CCn1cccc1C(=O)COc1ccc(Cl)cc1.[Cl-]
26798,76.0,COc1ccc(C(=O)c2cccn2CCC[NH+](C)C)cc1.[Cl-]
26800,72.0,C[N+](C)(N)CCBr.[Br-]
26814,100.0,O=C(Nc1ccc(I)cc1)C(Cl)Cl
26837,25.0,NC(CC(O)(c1ccccc1)c1ccccc1)c1ccco1
26843,56.0,Cc1cnnc2ccccc12
26865,75.0,COC(=O)CN1CC1
26876,18.45,CCCCNC1=C(C)C(=O)C2=C(C1=O)C(COC(N)=O)C1(OC)C3NC3CN21
26879,22.0,c1ccc(C2CN3CCSC3=N2)cc1
26885,14.0,O=C(CCC[NH+]1CC=C(c2ccccc2)CC1)c1ccccc1.[Cl-]
26886,15.0,O=C(CCCN1CC=C(c2ccccc2)CC1)c1ccccc1
26889,74.0,Cc1ccc2sc(N)nc2c1
26937,53.0,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1
26950,57.0,CCCOc1ccc(C(=S)OCCCN(C)C)cc1
26962,90.0,CCN(CC)CC(=O)Nc1c(C)cc(OCc2ccccc2)cc1C
26971,39.0,C[NH+](C)CCn1cccc1C(=O)c1ccc(F)cc1.[Cl-]
26982,18.0,N#CC1=CC2CCC1CC2
26989,180.0,CCCC(C)C(O)CC
26994,56.0,CN(C)c1nc(=[N+](C)C)ss1.O=S(=O)([O-])O
27001,4.019,CCCCOc1cc(N)ccc1C(=O)OCC[NH+](CC)CC.[Cl-]
27003,180.0,N#CC(C=O)N1CCOCC1
27057,180.0,O=[N+]([O-])c1ncccc1O
27064,5.6000000000000005,Cc1cc(C)c(C#[N+][O-])c(C)c1C#[N+][O-]
27072,39.3,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1.Cl
27073,50.0,C[NH+](C)CCOC(=O)c1ccccc1SCc1ccccc1.[Cl-]
27101,40.0,CCC(CCSCC(Cc1cccc2ccccc12)CC1CCCO1)[NH2+]C.O=C([O-])C(=O)O
27103,45.0,O=C([O-])C(=O)O.SCC(CC1CCC(CC[NH+]2CCCCC2)O1)c1cccc2ccccc12
27105,30.0,O=C([O-])C(=O)O.c1ccc2c(CC(CSCC[NH+]3CCOCC3)CC3CCCO3)cccc2c1
27119,18.0,C[N+](C)(C)c1ccc([N+](=O)[O-])cc1.[Cl-]
27129,56.0,CN(C)C(C#N)c1ccc(Cl)cc1
27140,37.0,C[NH+](C)CCSCC(Cc1cccc2ccccc12)CC1CCCO1.O=C([O-])C(=O)O
27142,42.0,C[NH+](C)CCSCC(CC1CCCO1)c1cccc2ccccc12.O=C([O-])C(=O)O
27146,56.0,CN1CCC(CNC(=O)c2ccc(-c3ccc(C(=O)NCC4(c5ccccc5)CCN(C)CC4)cc3)cc2)(c2ccccc2)CC1
27148,24.5,CCCCC[n+]1ccc2cc(OC)c(OC)cc2c1.[Br-]
27150,23.5,CC[n+]1ccc2cc3c(c(OC)c2c1)OCO3.[Br-]
27152,20.2,CCCC[n+]1ccc2cc3c(c(OC)c2c1)OCO3.[Br-]
27162,180.0,COc1ccc(C(=O)N2CC2)cc1
27163,20.0,CCCCC[n+]1ccc2cc3c(c(OC)c2c1)OCO3.[Br-]
27165,17.5,COc1c2c(cc3cc[n+](CCC(C)C)cc13)OCO2.[Br-]
27168,25.0,O=C([O-])C(=O)O.c1ccc2c(CC(CSCCC3CCCC[NH2+]3)CC3CCCO3)cccc2c1
27185,32.5,CCC[n+]1ccc2cc3c(c(OC)c2c1)OCO3.[Br-]
27187,17.5,COc1c2c(cc3cc[n+](Cc4ccccc4)cc13)OCO2.[Cl-]
27197,320.0,COCCN(CCF)c1ccc2ccccc2c1
27200,368.0,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1
27206,14.0,C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCCC1.[I-]
27251,530.0,CS(=O)(=O)CC1CCCO1
27256,178.0,O=C(NN=C1CCCCC1)c1ccncc1
27257,56.0,CC1CCC(C(C)C)C([NH2+]NC(=O)c2cc[nH+]cc2)C1.[Cl-].[Cl-]
27260,56.0,CC1CCC(NNC(=O)c2ccncc2)CC1
27261,56.0,CC(C)C1CCC(C)C([NH2+]NC(=O)c2cc[nH+]cc2)C1.[Cl-].[Cl-]
27275,64.0,CCN(CC)CCOC(=O)C(O)(c1cccs1)C1C=CCC1
27276,63.0,CC[NH+](CC)CCCOC(=O)C(O)(c1ccccc1)C(C)C.[Cl-]
27289,56.0,CC(=O)Nc1ccc(N=Nc2ccc(NC(C)=O)cc2)cc1
27302,56.0,CC(N)CCc1c[nH]c2ccccc12
27303,35.0,CC(C)(CN)c1c[nH]c2ccccc12
27305,100.0,CN(C)c1nc(N(C)C)nc([NH+](C)C)n1.[Cl-]
27320,30.0,C[NH+](C)CCOCCOC1c2ccccc2CCc2ccc(Cl)cc21.O=C([O-])C(=O)O
27350,0.013,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1.[Br-].[Br-]
27412,3.2,C[N+](C)(C)C.N#C[S-]
27414,32.5,O=C1CCCc2c1n(CC1CCC[NH+]3CCCCC13)c1ccccc21.[Cl-]
27433,40.5,Cc1ccc2c(c1)c1c(n2CC2CCC[NH+]3CCCCC23)C(=O)CCC1.[Cl-]
27437,18.0,F[Sn-](F)F.[NH4+]
27443,26.0,CCN(CC)Cc1ccc2oc(-c3ccccc3)c(C)c(=O)c2c1
27455,43.0,O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[NH4+].[NH4+].[Ni+2]
27456,56.0,O=S(=O)(O)c1ccc([O-])c2ncccc12.O=S(=O)(O)c1ccc([O-])c2ncccc12.[Mn+2]
27473,133.0,CC1(C)N=C(c2ccccc2)C2C(c3ccc([N+](=O)[O-])cc3)N21
27478,180.0,O=C(n1cccc1)n1cccc1
27487,56.0,CN(C)C=NCCc1ccccc1
27498,25.0,COc1ccc(C2CCC2[NH3+])cc1.[Cl-]
27500,25.0,CC[NH+](CC)CCn1c(-c2ccccc2)noc1=N.[Cl-]
27503,3300.0,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+]
27508,80.0,CCOc1cccc2sc(N)nc12
27509,18.0,CN(C)C=Nc1ccc(F)cc1
27513,100.0,N#Cc1ccc2[nH]ccc2c1
27522,0.3,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1.[Br-].[Br-]
27527,316.0,O=C(NN=C1CCCCCC1)c1ccncc1
27531,56.0,CC1CCCC(NNC(=O)c2ccncc2)C1
27565,177.0,Nc1ccc(=O)ccc1O
27574,10.0,O=C(Nc1cccc(Cl)c1)OCC#CCN1CCCC1
27576,56.0,CC1CC([NH2+]NC(=O)c2cc[nH+]cc2)C2(C(C)C)CC12.[Cl-].[Cl-]
27584,21400.0,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Cd+2]
27585,3500.0,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Pb+2]
27590,19.0,COC1=C(C)C(=O)c2c(c(COC(N)=O)c3n2CC2C3N2C)C1=O
27607,30.5,C[NH+](C)CCn1c2c(c3ccccc31)CCCC2=O.[Cl-]
27609,35.5,CC[NH+](CC)CCn1c2c(c3ccccc31)CCCC2=O.[Cl-]
27644,164.0,O=C([O-])CCCCC(=O)O.[NH3+]CCc1c[nH]c2ccc(O)cc12
27646,75.0,CCCCN1C2CN3C4=C(C(=O)C(N)=C(C)C4=O)C(COC(N)=O)C3(OC)C21
27648,410.0,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I
27649,58.0,CCOC(=O)C1(c2ccccc2)CC[NH+](CCC(C)=O)CC1.[Cl-]
27654,56.0,O=C(c1cc(C(=O)N2CC2)cc(C(=O)N2CC2)c1)N1CC1
27656,180.0,CC(C)C1(C(C)C)OCCS1
27659,0.16,C[N+](C)(C)CCCOC(=O)c1ccc(C(=O)OCCC[N+](C)(C)C)cc1.[I-].[I-]
27661,1820.0,O=[N+]([O-])OC1COC2C(O)COC12
27663,4.0,C[N+](C)(C)c1ccccc1.[Br-]
27674,320.0,CC(=O)c1cccc2c1CCN2
27713,89.0,O=C(C[NH2+]C1CCCC1)c1ccc(O)c(O)c1.[Cl-]
27715,174.0,O=C(C[NH2+]C1CCCCC1)c1ccc(O)c(O)c1.[Cl-]
27717,158.0,O=C(C[NH2+]C1CCc2ccccc2C1)c1ccc(O)c(O)c1.[Cl-]
27745,100.0,O=S(=O)(CCCl)c1ccc(Cl)cc1
27753,89.0,Cc1ccc(C)c(CC#N)c1
27771,10.0,CNC(=O)OCC#CCN1CCCC1
27774,180.0,CNc1nc(NC)nc(N(C)C)n1
27786,46.5,NC(=[NH2+])Cc1ccccc1.O=[N+]([O-])[O-]
27804,82.0,CC(=O)N=C(c1ccccc1)C1([NH+]2CCCCC2)CCCCC1.[Cl-]
27813,135.0,CCOC(=O)N1CC=Cc2ccccc21
27844,19.0,CCN1CCC(=C2c3ccccc3CCc3ccccc32)C1C.Cl
27846,20.0,CCC[NH+](CCC)CCc1c[nH]c2ccccc12.[Cl-]
27847,20.0,CCCC[NH+](CCCC)CCc1c[nH]c2ccccc12.[Cl-]
27860,40.0,Cc1c(CC(=O)O)c2ccccc2n1C(=O)c1ccccc1
27862,1.4,CN1CC2CCCC(C1)[N+]2(C)CCOc1cccc(OCC[N+]2(C)C3CCCC2CN(C)C3)c1.[Br-].[Br-]
27869,294.0,CC(=O)N(C)C(C)C(O)c1ccccc1
27886,7.974,CC1OC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CCC54O)C3)OC2C)CC(O)C1O
27891,4.9,CCCCNc1ccc(C(=O)OCC[NH+](CC)CC)cc1.[Cl-]
27901,42.0,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1
27914,56.0,N#CCc1ccc(Br)cc1
27916,86.0,COc1ccc2[nH]cc(CCCC[NH3+])c2c1.[Cl-]
27918,293.0,NNC(=O)CP(=O)(c1ccccc1)c1ccccc1
27920,15.0,COc1cc2c(cc1OC)C(Cc1ccccc1)[NH+](C)CC2.[Br-]
27924,0.309,CCCCCCCCCCCCCC(=O)OC1C(C)C2(O)C(C=C(CO)CC3(O)C(=O)C(C)=CC32)C2C(C)(C)C12OC(C)=O
27927,13.0,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[Br-]
27933,90.0,C1=C(CCc2ccncc2)c2ccccc2[NH2+]1.[Cl-]
27935,80.0,C1=C[NH+](CCc2ccncc2)c2ccccc21.[Cl-]
27939,125.0,CCn1nnc2ccccc21
27944,18.0,Cl.c1ccc(C2CN3CCSC3=N2)cc1
27965,56.0,COc1ccc2[nH]cc(CN(C)C)c2c1
27967,320.0,Cc1ccc(NC(=O)CCl)cc1
27986,50.0,C[N+](C)(C)CC(N)=O.[Cl-]
27990,1000.0,Cc1c(C)c2c(c(C)c1OC(=O)c1cccnc1)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
28004,32.0,C=C=CC[NH+](C)Cc1ccccc1.[Cl-]
28006,59.0,C=C=CC[NH+](C)Cc1ccccc1Cl.[Cl-]
28031,32.0,C#CCOC(N)=O
28032,110.0,O=C1C=C(C2OC(CO)C(O)C2O)C(=O)N1
28061,375.0,Cc1ncc([N+](=O)[O-])n1CC(O)CCl
28093,29.0,Cc1cc(OCCN(C)C)c(C(C)C)cc1O
28098,30.0,Nc1cccc(CC2=NCC[NH2+]2)c1Cl.[Cl-]
28105,18.0,C[N+]1(c2ccccc2)Cc2ccccc2C1.[I-]
28111,56.0,CN(C)C=C(C#N)C#N
28113,22.0,CC(C)C#CC(O)(C(=O)OC1CCN(C)CC1)c1ccccc1
28129,75.0,CC(C)[NH2+]CC(=O)c1ccc(O)c(O)c1.[Cl-]
28130,39.0,O=C(CN1CCCC1)c1ccc(O)c(O)c1
28157,75.0,[Cl-].[NH3+]C1c2ccccc2Sc2ccccc2C1O
28160,0.47,CNc1nc2ccccc2s1
28162,100.0,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C(=O)c1ccccc1Cl
28170,67.0,CCC(C)(C)c1[nH+]c(C)cc2cc3c(cc12)OCO3.[Cl-]
28172,85.0,CCCCC(C)(C)c1[nH+]ccc2cc3c(cc12)OCO3.[Cl-]
28174,98.0,Cc1cc2cc3c(cc2c(CC2(C)CCCCC2)[nH+]1)OCO3.[Cl-]
28179,22.8,[F-]
28184,55.0,Cc1cc2cc3c(cc2c(CC2(C)CCCC2)[nH+]1)OCO3.[Cl-]
28232,92.0,CCCN(CCC)CC(=O)Nc1c(C)cc(Oc2ccccc2)cc1C
28233,68.0,CCCN(CCC)CC(=O)Nc1c(C)cc(OCc2ccccc2)cc1C
28244,4.9,CC[NH+](CC)CC[NH2+]c1c2ccccc2nc2cccc([N+](=O)[O-])c12.[Cl-].[Cl-]
28246,1.6,CC[NH+](CC)CCC[NH2+]c1c2ccccc2nc2cccc([N+](=O)[O-])c12.[Cl-].[Cl-]
28259,69.0,CC[N+](CC)(CC)CCOC(=O)CC[N+](CC)(CC)CCC(=O)OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
28261,12.54,CC[N+](C)(CC)CCOC(=O)CC[N+](C)(CC)CCC(=O)OCC[N+](C)(CC)CC.[I-].[I-].[I-]
28280,880.0,CC(C)(CO)C(O)C(=O)NCCCC(=O)[O-].CC(C)(CO)C(O)C(=O)NCCCC(=O)[O-].[Ca+2]
28285,55.0,CCC(C)Cc1[nH+]c(C)cc2cc3c(cc12)OCO3.[Cl-]
28287,69.0,CCCCC(C)(C)c1[nH+]c(C)cc2cc3c(cc12)OCO3.[Cl-]
28289,70.0,Cc1cc2cc3c(cc2c(CC(C)(C)C)[nH+]1)OCO3.[Cl-]
28297,38.4,CCN(CC)CCSC1=NCCN1.Cl.Cl
28309,180.0,Cn1c2c(c(=O)n(C)c1=O)[NH+](C)C=N2.[I-]
28327,1170.0,O=C([O-])C(O)C(O)C(O)C(O)C(O)CO.O=C([O-])C(O)C(O)C(O)C(O)C(O)CO.[Ca+2]
28328,127.0,CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C.Cl
28333,56.0,CC1(N)COC(c2ccc(Cl)cc2)OC1
28346,25.0,COc1ccccc1N1CC[NH+](CCCC(=O)c2ccc(F)cc2)CC1.[Cl-]
